text,label
പാശ്ചാത്യ നാടുകളിൽ തുർഭാല ജനങ്ങൾ ഏറെ കുറേ മരിച്ചു തീർന്നിരിക്കുന്നു...... ഇനിയുള്ളവർ ഏറെയും ആരോഗ്യഇവന്മാർ ആണ്.... ഇനി സ്വാഭാവികമായും മരണനിരക്ക് കുറയുന്നത്....,Fake
"Enta ponnu bro bhulokha kallanmaranu Chinakkar. I mean avarude Chinese Communist party bharikkunna Chinese Government. <br>Avidathe aalukale nirbhandhichu Communist  anubhaavikal aakki ,thanghalude Rajyam lokathile thanne No:1 Rajyam aakan Vendi adhvaanikkukka ,Kai meye marannu adhvanichukkondi errikkukayaanu avidathe paavam janaghal. Ethellam njan parayaan karyam njan oru Chinese companyude Manpower maathram aayi Kuwait IL KOC kku Vendi Rig-medic aayi work cheyyunnu. Eee chinese companyude Peru SINOPEC ennanu lokathile No:1 Oil &amp; gas drilling company. <br>Avarude work ethics &amp; genuenity enthaannu enikku nannayi ariyam.<br>Chatiyum vanjanayum aanu ee lokhathodu avar cheythu kondirikkunathu.",Fake
ഇത്ര ഉളുപ്പില്ലാത്തൊരു ചെങ്ങാതിയാണ് പിണറായിയെന്ന് ബോദ്ധ്യപ്പെട്ടു,original
നാറികൾ ഭരിക്കുകബോൾ ഇതൊക്കെ നടന്നില്ലെങ്കിലേ അത്ഭുദമുള്ളൂ...<br><br>നാളെ lockdown ആക്കിട്ട് പാവങ്ങളുടെ അന്നം മുടക്കും...<br>ശുഭം ❤️,original
Ellarum peruppichu kanikkumbol ninghal sathyam paranju iniyenghilum mohanan vaidyare vittoode pls sajan sare avarkku vendhi oru vidios cheyyoo,Fake
"Same 1918 flu, it is still not found how it started",Fake
മാസ്കും അകലം പാലിക്കലും തുടർന്നാൽ കുറച്ചു സമയത്തിനുള്ളിൽ തന്നെ covid നമ്മെയെല്ലാം വിട്ടുപോകും.. means.. it will disappear for ever and never come back...,Fake
"അടുത്ത ക്രിസ്മസിന് "" ബത്ലഹേം പട്ടണമാക അണിഞ്ഞൊരുങ്ങി പുൽക്കൂട്ടിൽ പിണറായി ഭൂജാതനായി """,original
പോത്തിന് എന്ത് ഏത്ത വാഴ,original
കൈയടിക്കിടയിൽ എത്ര ഒമിക്രോൺ ആണ് നശിച്ചത്?? പഠിച്ചിട്ട് വിമർശിക്കൂ..,original
Avark avasaram koduth avar fail ayaal abamaanichal pore asianete!?,Fake
Ath angana kurey.......,original
ജിഹാദികൾ ഇന്ത്യയെ തകർക്കും,Fake
It is true information by US.,Fake
ശ്രീ കടക്ക് പുറത്ത് ഇന്ദ്ര ചന്ദ്ര കനക സ്വപ്ന വിജയ സ്വാമി നീണാൾ വാഴട്ടെ😀,original
ഇവരുടെ വെല്ലുവിളി സ്വീകരിച്ച് അവർ<br>ജയിച്ചാൽ മരുന്നു കച്ചവടം വട്ടപൂജ്യം<br>എമർജെൻസി രോഗ ചികിത്സ  ചെയ്യാൻ അലോപ്പതിയും     <br>       അല്ലാതുള്ള തിന് മറ്റുള്ള ചികിത്സ<br>കൂടി അംഗീകരിക്കുക  100 വർഷം<br>മുമ്പ് ഏത് മരുന്നു കച്ചവടമാണ്<br>നടന്നിരുന്നത്  ചികിത്സിച്ചതെല്ലാം<br>MBBS. കാരാണോ?<br>ജനങ്ങൾ അത്ര പൊട്ടന്മാരല്ല<br>എന്ന് മാധ്യമങ്ങളും വിചാരിച്ചോളൂ<br>OK,Fake
😄😄pinarayi deivam.   ..,original
Sir അമേരിക്കയിലേക്ക് വരൂ എന്നിട്ട് ന്യൂയോർക്കിനെ രക്ഷിക്കൂ..  മോഹനേട്ടനും സ്വാഗതം..,Fake
തമ്മിൽ തല്ലുന്ന കോൺഗ്രസ്സുള്ളപ്പോൾ ഇനി ഒരിക്കലും ഈ ഭരണം അവസാനിക്കില്ല.  സഹിക്കുവാൻ ദൈവത്തോട് ശക്തി നൽകാൻ പ്രാർത്ഥിക്കാം സഹിച്ചു സഹിച്ചങ്ങനെ മരണം പൂകാo,original
K rail loode akashthoode parakkan erikkumbola oru thiruvaathira,original
MentelDepression,original
എന്ത് സന്ദേശമാണ് സമൂഹത്തിനു നൽകുന്നത്,original
Americak ethire nikunna ellarum ekafhipathijalum kallam parayunnavarum alliyoda marunadan mairoli,Fake
ചൈന  ചുവപ്പ്  dangerous,Fake
Pathram kottichathinulla revenge avun 🤣,original
ചൈന തന്നെ ലോകത്തെ നശിപ്പിക്കാൻ വേണ്ടി ഇറക്കി വിട്ടു എന്നിട്ട് കൈയും കാലും അടിക്കുകയാണ്,Fake
Full drama,original
ഇലക°ഷൻ പ്രഖ്യാപിച്ച് പ്രചാരണം തുടങ്ങി ഇലക്ഷൻ കഴിയുന്നത് വരെ ഷാജ ന്ന് ഇത്ര നാണക്കേട്‌ തോന്നിയിട്ടല്ലല്ലോ?,Fake
കോവിഡ് വരാതെ അവനവൻ നോക്കിക്കോണം. ഈ വനിതകൾ വേറെ നിവൃത്തിയില്ലാത്തോണ്ട് തുള്ളുകയല്ലേ. സമ്മേളനങ്ങളിൽ പങ്കെടുത്തില്ലെങ്കിൽ ഭീഷണിപ്പെടുത്തി കൊണ്ടുപോകും. എന്തു പ്രോട്ടോകോൾ.? ഈ പറഞ്ഞ എ ണ്ണത്തിൽ കൂടിയാൽ ചഗാക്കൾ ഫൈൻ അടക്കും മാഷേ. ചുവപ്പണിഞ്ഞ ചഗാക്കളുടെ മുന്നിൽ കൊറോണ അല്ല അവന്റെ അപ്പൻ തോറ്റോടും പിന്നെയാ,original
ശരിക്കും വകഭേദം വന്ന തിരുവാതിര തന്നെ.,original
Anubavicho,original
"ഉളുപ്പ് ഇല്ലാത്ത സഖാക്കൾ, മന്ദന്മാർ,",original
പാറശാലയിൽ എല്ലാവരും ജാഗ്രതപാലിക്കണം,original
Great...Allah   will  help  china,Fake
വിഡികളുമായ ഭരണാധികാരികളും ആരോഗ്യവകുപ്പും പാവപ്പെട്ടവന്റെ പിച്ചച്ചടടിയിൽ കയ്യിട്ട് വാരാനല്ലാതെ പിന്നെ എന്ത് അറിയാം ചെറ്റകൾക്,original
Ksu  akramatilum ndanum aal,original
ഉറപ്പാണ് തിരുവാതിര 😜,original
ചൈനയുടെ മുഖം മൂടി വലിച്ചു കീറി പ്രതിരോധിക്കുക. ഇന്ത്യയും രംഗത്തു വരണം എന്താ പേടിച്ചിരിക്കുന്നത്. ലക്ഷകണക്കിനു ആളുകളുടെ ജീവൻ എടുക്കാൻ കാരണ കാരായവരെയും അസുഖം മൂലം കഷ്ടതയും രോഗശയ്യയിലും പട്ടിണിയും ആയവരെ എല്ലാംഓർത്തെങ്കിലും ഇനിയെങ്കി ലും നമ്മുടെ പ്രധാനമന്ത്രി ഇറങ്ങണം അമേരിക്ക ഒന്ന് കൂടി ശക്തിപ്പെടുത്തണം മറ്റു രാജ്യങ്ങളും ശക്തമായി ഇറങ്ങണം. സത്യം പുറത്ത വ,Fake
ഇവർക്കു അവസരം കൊടുക്കണം. പ്ളീസ് അതോടെ ഈ ശല്യം തീരും.,Fake
ലേശം ഉളുപ്പ് 😂,original
ഇയാൾ പറയുന്നത് എന്താണെന്ന് ഇയാൾക്കു തന്നെ വലിയ ബോധ്യമില്ല. ചൈനയുടെ വൈറസ് ആയതുകൊണ്ട് ചൈനയുടെ സുഹൃതരാജ്യങ്ങളിൽ ഇത് പടരുന്നില്ല. റഷ്യയുടെ ഉദാഹരണവും പറഞ്ഞു. ഇപ്പോൾ ഏറ്റവും കൂടുതൽ രോഗികൾ ഉള്ള രാജ്യങ്ങളിൽ ഒന്ന് റഷ്യ ആണ്. ഈ രോഗം ലോകത്തിൽ എല്ലാവരെയും സന്ദർശിച്ചു കഴിയുമ്പോൾ പ്രതിരോധശേഷി  നേടിയെടുക്കുന്നർ ജീവിക്കും അല്ലാത്തവർ പോകും. പിന്നെ പുതിയ മരണങ്ങൾ ഉണ്ടാകില്ല. വാക്‌സിനേഷൻ കണ്ടുപിടിച്ചില്ലെങ്കിൽ ഇതാണ് സംഭവിക്കാൻ പോകുന്നത്. പക്ഷെ ഷാജൻ പറഞ്ഞത് വൈറസ് പാതാളത്തിൽ ഓടിയൊളിക്കും എന്നാണ്.,Fake
"<a href=""https://youtu.be/_HWVCSRSLqg"">https://youtu.be/_HWVCSRSLqg</a><br>Kettiitu parayeda myranmare..,,science ennna bodham undavanam",Fake
INY CORORONA ye  kkurichu ORAKKSHARAM  MINDDARUTHU  .........AHANGAARIKALAAYA  MANUSHYARKKU  ATHU THANNAE  VEAANAM.......CORONA   NEE  POKARUTHU........SAVE EARTH from  DEADLY  HUMANS...... CORONA  NEE  POKARUTHU    .....plz,Fake
ഉടുതുണി ഇല്ലാതെ ലക്ഷങ്ങൾ റോഡിൽ കൂടി സുനയും കാണിച്ചു നടക്കുന്നതിനെ പ്രാകൃതം എന്നല്ല പറയേണ്ടത്.. അതുക്കും മേലെ...,Fake
കേരളത്തിൽ പക്ഷെ നശിച്ച വൈറസ്സ് ബാധ തുടൻഗിയിട്ട് ഏകദേശം 4 കൊല്ലം ആയി .      ഇപ്പൊ കുട്ടിച്ചോർ ആയികൊണ്ടിരിക്കുന്നു മൊത്തത്തിൽ !! 🦠🦠🦠🦠 🦠,Fake
വാക്സിൻ എടുത്തു ചത്താൽ സ്വർഗ്ഗത്തിൽ എത്തുമെന്ന് ഉണ്ടാക്കിയ തെണ്ടികൾ അവകാശപ്പെട്ടു.,Fake
Kunna mela,Fake
തലൈവാ നീ  വേറെ ലെവൽ 😂🙏,original
Panna naari kumpa covid ennu parayadoo annu nee enthaa paranje thabileeg covid  ennu paranjille ethaanu kaalam karuthi vecha marupadi ennu parayunneee😡😡😡,Fake
ഈ നായിക്കളെ ഭരണത്തിൽ കയറ്റിയ നമ്മളെ പറയണം,original
Poda polayadi  monea thooooo. Madar choot thooooo.,Fake
😂😂😂 ഊളകൾ,original
സാരമില്ല എല്ലായിടവും കൊറോണ വന്നതിനു ശേഷം അവസാനം അവരെ കൊറോണ പിടികൂടും <br>കാലം കാത്തിരുന്ന് കാണാം,Fake
വളരെ നന്ദി,original
Thank you,Fake
അൻ്റെ &#39;ശ്രദ്ധയിൽ പെട്ടിട്ടില്ല. തിരുവാതിരക്കളിയുടെ വില കളഞ്ഞു. ഇനി 4 വർഷം കഴിഞ്ഞല്ലെ ഇവർക്ക് വോട്ട് ചെയ്യാൻ പറ്റു എന്നാലോചിക്കുമ്പോഴാണ് ഒരു വിഷമം.,original
