,text,label,training_label,cleaned,transliterated_text
45,ചൈനയെ പദം.പഠിപ്പിക്കണം.,Fake,1,ചൈനയെ പദം.പഠിപ്പിക്കണം.,ചൈനയെ പദം.പഠിപ്പിക്കണം.
46,ഹായ് സർ.,Fake,1,ഹായ് സർ.,ഹായ് സർ.
47,കേരളത്തിൽ &quot;മൂന്നാം തരം &#39;ഗം&#39; പിടി മുറുക്കുന്നു.&quot; നിഷാന്തിന്റെ പ്രോഗ്രാം ആണോ ഉദ്ദേശിച്ചത്?,original,0,കേരളത്തിൽ quot;മൂന്നാം തരം #39;ഗം #39; പിടി മുറുക്കുന്നു. quot; നിഷാന്തിന്റെ പ്രോഗ്രാം ആണോ ഉദ്ദേശിച്ചത്?,കേരളത്തിൽ കോട്ട്;മൂന്നാം തരം #൩൯;ഗം #൩൯; പിടി മുറുക്കുന്നു. കോട്ട്; നിഷാന്തിന്റെ പ്രോഗ്രാം ആണോ ഉദ്ദേശിച്ചത്?
48,ഡിഗ്രി ഇല്ലാത്ത ജാക്കബ് സാറിനോട് / വാദപ്രതിവാദം നടത്താൻ നിങ്ങൾ ഡിഗ്രി എടുത്തവർ ആരെങ്കിലും ആണത്തമുള്ളവർ ഉണ്ടോ? അദ്ദേഹം വെല്ലുവിളിച്ചിട്ട ആ വെല്ലുവിളി സ്വീകരിക്കാൻ പോലും ധൈര്യം കാട്ടിയില്ലല്ലോ ഒരു ബിരുദക്കാരും                             സുഹൃത്തെ പ്രകൃതിയെ തോൽപ്പിക്കാൻ കഴിയില്ല.,Fake,1,ഡിഗ്രി ഇല്ലാത്ത ജാക്കബ് സാറിനോട് / വാദപ്രതിവാദം നടത്താൻ നിങ്ങൾ ഡിഗ്രി എടുത്തവർ ആരെങ്കിലും ആണത്തമുള്ളവർ ഉണ്ടോ? അദ്ദേഹം വെല്ലുവിളിച്ചിട്ട ആ വെല്ലുവിളി സ്വീകരിക്കാൻ പോലും ധൈര്യം കാട്ടിയില്ലല്ലോ ഒരു ബിരുദക്കാരും സുഹൃത്തെ പ്രകൃതിയെ തോൽപ്പിക്കാൻ കഴിയില്ല.,ഡിഗ്രി ഇല്ലാത്ത ജാക്കബ് സാറിനോട് / വാദപ്രതിവാദം നടത്താൻ നിങ്ങൾ ഡിഗ്രി എടുത്തവർ ആരെങ്കിലും ആണത്തമുള്ളവർ ഉണ്ടോ? അദ്ദേഹം വെല്ലുവിളിച്ചിട്ട ആ വെല്ലുവിളി സ്വീകരിക്കാൻ പോലും ധൈര്യം കാട്ടിയില്ലല്ലോ ഒരു ബിരുദക്കാരും സുഹൃത്തെ പ്രകൃതിയെ തോൽപ്പിക്കാൻ കഴിയില്ല.
49,എന്റെ ചങ്കിലെ ചൈന 🙄🤔....,Fake,1,എന്റെ ചങ്കിലെ ചൈന  ....,എന്റെ ചങ്കിലെ ചൈന  ....
50,Chekuthaan chirichaalum Karanhjaalum Pedikkanam. 🤣🤣,Fake,1,chekuthaan chirichaalum karanhjaalum pedikkanam.  ,ചെകുത്താൻ ചിരിച്ചാലും കരഞ്ഞാലും പേടിക്കണം.
51,Covid Vaccine  is not all that effective which indicates the pandemic can be something different,Fake,1,covid vaccine effective indicates pandemic something different,കോവിഡ് വാക്സിൻ ഇഫക്ടീവ് ഇൻഡിക്കേറ്റ്സ് പാൻഡെമിക് സമത്തിംഗ് ഡിഫറന്റ്
52,Cpm raja baranam pole aayi,original,0,cpm raja baranam pole aayi,സിപിഎം രാജ ബരണം പോലെ ആയി
53,he is also a doctor,Fake,1,also doctor,അൽസോ ഡോക്ടർ
54,പ്ലീസ്.... തിരുവാതിരയല്ല... പിണുവാതിര,original,0,പ്ലീസ്.... തിരുവാതിരയല്ല... പിണുവാതിര,പ്ലീസ്.... തിരുവാതിരയല്ല... പിണുവാതിര
55,Marakam,original,0,marakam,മാരകം
56,കൊറോണ യൊക്കെ ഇപ്പ വെറും ജലദോശ പനിയായി മാറി അപ്പഴാണോ വില കുറഞ്ഞ ഒരു വാക്സിൻ ചർച്ച .,Fake,1,കൊറോണ യൊക്കെ ഇപ്പ വെറും ജലദോശ പനിയായി മാറി അപ്പഴാണോ വില കുറഞ്ഞ ഒരു വാക്സിൻ ചർച്ച .,കൊറോണ യൊക്കെ ഇപ്പ വെറും ജലദോശ പനിയായി മാറി അപ്പഴാണോ വില കുറഞ്ഞ ഒരു വാക്സിൻ ചർച്ച .
57,കൊറോണ നാട്ടിൽ കൂടുക ആണല്ലോ ഇവറ്റകളുടെ ലക്ഷ്യം...,original,0,കൊറോണ നാട്ടിൽ കൂടുക ആണല്ലോ ഇവറ്റകളുടെ ലക്ഷ്യം...,കൊറോണ നാട്ടിൽ കൂടുക ആണല്ലോ ഇവറ്റകളുടെ ലക്ഷ്യം...
58,വക്സിൻ  എടുത്ത്  എത്ര  പേർ മരിച്ചു,Fake,1,വക്സിൻ എടുത്ത് എത്ര പേർ മരിച്ചു,വക്സിൻ എടുത്ത് എത്ര പേർ മരിച്ചു
59,"Oh, horrible",Fake,1,"oh, horrible","ഓഹ്, ഹൊറിബിൾ"
60,ഭരിക്കുന്ന വർക് എന്ത് തെമ്മാടിത്തവുമാണ്,original,0,ഭരിക്കുന്ന വർക് എന്ത് തെമ്മാടിത്തവുമാണ്,ഭരിക്കുന്ന വർക് എന്ത് തെമ്മാടിത്തവുമാണ്
61,255 dislike adicha pottanmar,Fake,1,255 dislike adicha pottanmar,൨൫൫ ഡിസ്ലൈക്ക് അടിച്ച പൊട്ടന്മാർ
62,Eee corona virus is made in China😹😹😹😹,Fake,1,eee corona virus made china ,ഈ കൊറോണ വൈറസ് മേഡ് ചിന
63,Those who have given their votes are baf..ns,original,0,given votes baf..ns,ഗിവൻ വോട്ട്സ് ബിഎഎഫ്..എൻഎസ്
64,ലോകം മുഴുവൻ കൊറോണ പടർന്നിട്ടും ചൈനയിൽ മാത്രം എന്ത് കൊണ്ട് പടർന്നു പിടിച്ചില്ല.,Fake,1,ലോകം മുഴുവൻ കൊറോണ പടർന്നിട്ടും ചൈനയിൽ മാത്രം എന്ത് കൊണ്ട് പടർന്നു പിടിച്ചില്ല.,ലോകം മുഴുവൻ കൊറോണ പടർന്നിട്ടും ചൈനയിൽ മാത്രം എന്ത് കൊണ്ട് പടർന്നു പിടിച്ചില്ല.
65,പിണുവാതിര 😀,original,0,പിണുവാതിര  ,പിണുവാതിര
66,KANDAL.THANE.AREYAM.OKEY.BOOLOKA..VEDEKALANENE.,original,0,kandal.thane.areyam.okey.booloka..vedekalanene.,കണ്ടാൽ.താനെ.ആരേയം.ഒക്കെ.ബൂലോക..വേടെകളാണെനെ.
67,കേരളം ഇപ്പോളാണ് ഭ്രാന്തലയം ആയതു അതിന്റെ തത്സമയം ദൃശ്യങ്ങൾ ആണ് കണ്ടോണ്ട് ഇരിക്കുന്നത്,original,0,കേരളം ഇപ്പോളാണ് ഭ്രാന്തലയം ആയതു അതിന്റെ തത്സമയം ദൃശ്യങ്ങൾ ആണ് കണ്ടോണ്ട് ഇരിക്കുന്നത്,കേരളം ഇപ്പോളാണ് ഭ്രാന്തലയം ആയതു അതിന്റെ തത്സമയം ദൃശ്യങ്ങൾ ആണ് കണ്ടോണ്ട് ഇരിക്കുന്നത്
68,മലബാർ എന്ന പേരിനെ അപമാനിപ്പിക്കുന്ന ഇവൻ മാന്യ വ്യക്തികളെ പണത്തിനായി അപമാനി,Fake,1,മലബാർ എന്ന പേരിനെ അപമാനിപ്പിക്കുന്ന ഇവൻ മാന്യ വ്യക്തികളെ പണത്തിനായി അപമാനി,മലബാർ എന്ന പേരിനെ അപമാനിപ്പിക്കുന്ന ഇവൻ മാന്യ വ്യക്തികളെ പണത്തിനായി അപമാനി
69,"Thank you Shajan ,God bless you , മനസ്സിൽ ഒരു ആശ്വാസം,.",Fake,1,"thank shajan ,god bless , മനസ്സിൽ ഒരു ആശ്വാസം,.","താങ്ക് ഷാജൻ ,ഗോഡ് ബ്ലെസ് , മനസ്സിൽ ഒരു ആശ്വാസം,."
70,കേടും പേടും തിരിവും കരിഞ്ഞതും പിരിഞ്ഞതും എല്ലാം പോയിക്കഴിഞ്ഞാൽ പിന്നെ മരണം കുറയും.സ്വാഭാവികമല്ലേ അത്! Immunity ഉള്ളവർ രക്ഷപെടും. ഒളിച്ചിരുന്ന immunity ഇല്ലാത്തവർ പുറത്തിറങ്ങിയാൽ സൂക്ഷിച്ചില്ലെങ്കിൽ പണി കിട്ടും. പ്രകൃതി ശുദ്ധികലശം നടത്തുകയാണിവിടെ! Survival of the fittest...!! ഓർക്കുക.,Fake,1,കേടും പേടും തിരിവും കരിഞ്ഞതും പിരിഞ്ഞതും എല്ലാം പോയിക്കഴിഞ്ഞാൽ പിന്നെ മരണം കുറയും.സ്വാഭാവികമല്ലേ അത്! immunity ഉള്ളവർ രക്ഷപെടും. ഒളിച്ചിരുന്ന immunity ഇല്ലാത്തവർ പുറത്തിറങ്ങിയാൽ സൂക്ഷിച്ചില്ലെങ്കിൽ പണി കിട്ടും. പ്രകൃതി ശുദ്ധികലശം നടത്തുകയാണിവിടെ! survival fittest...!! ഓർക്കുക.,കേടും പേടും തിരിവും കരിഞ്ഞതും പിരിഞ്ഞതും എല്ലാം പോയിക്കഴിഞ്ഞാൽ പിന്നെ മരണം കുറയും.സ്വാഭാവികമല്ലേ അത്! ഇമ്മ്യൂണിറ്റി ഉള്ളവർ രക്ഷപെടും. ഒളിച്ചിരുന്ന ഇമ്മ്യൂണിറ്റി ഇല്ലാത്തവർ പുറത്തിറങ്ങിയാൽ സൂക്ഷിച്ചില്ലെങ്കിൽ പണി കിട്ടും. പ്രകൃതി ശുദ്ധികലശം നടത്തുകയാണിവിടെ! സർവൈവൽ ഫിറ്റസ്റ്റ്...!! ഓർക്കുക.
71,"അപ്പോള് ബിൽ ഗേറ്റ്സ്, അന്തോണി ഫോക്കി, tedrose, who എന്നിവർക്ക് ഒരു റോളും ഇല്ലെന്ന് ആണോ?",Fake,1,"അപ്പോള് ബിൽ ഗേറ്റ്സ്, അന്തോണി ഫോക്കി, tedrose, എന്നിവർക്ക് ഒരു റോളും ഇല്ലെന്ന് ആണോ?","അപ്പോള് ബിൽ ഗേറ്റ്സ്, അന്തോണി ഫോക്കി, ടെഡ്രോസ്, എന്നിവർക്ക് ഒരു റോളും ഇല്ലെന്ന് ആണോ?"
